x y label
1.0875862776573055 0.0 a
1.3941015833940231 0.0 a
1.0064645206512848 0.0 a
1.1843018045235147 0.0 a
0.7871645629088011 0.0 a
0.9676239384451972 0.0 a
1.2014184685744638 0.0 a
0.7350278861491908 0.0 a
0.8292897832165189 0.0 a
0.5935446364107394 0.0 a
1.2943197636224397 0.0 a
0.5874410784027785 0.0 a
1.2013300209964661 0.0 a
1.3645453334304696 0.0 a
1.211672616370878 0.0 a
1.424653727394634 0.0 a
0.46832072134604363 0.0 a
1.1457074393872921 0.0 a
1.4815781028427821 0.0 a
0.7756918957688199 0.0 a
1.1522663989605242 0.0 a
1.0107986726279075 0.0 a
0.9084594837727099 0.0 a
1.0494418511377792 0.0 a
1.3223360688381196 0.0 a
1.1808140077225941 0.0 a
1.3329510736565853 0.0 a
1.0466751101358553 0.0 a
0.9017106228983867 0.0 a
1.3515424919968466 0.0 a
0.6624032593906033 0.0 a
1.2163849631468036 0.0 a
1.1429928358214483 0.0 a
0.8230774550665114 0.0 a
0.857057090834505 0.0 a
1.3244423548582185 0.0 a
0.5159704819685851 0.0 a
0.894106649448433 0.0 a
1.177520000386348 0.0 a
1.3170656678306167 0.0 a
0.9646873504946015 0.0 a
0.740706628375092 0.0 a
0.9219922782080678 0.0 a
0.7298010568121494 0.0 a
0.8673321013861846 0.0 a
0.4381306404751829 0.0 a
1.2766096270973084 0.0 a
0.9960013116768396 0.0 a
1.1841879637885435 0.0 a
0.7699244548658539 0.0 a
1.2460039903598354 0.0 a
0.8351826572596348 0.0 a
1.3523498541255297 0.0 a
1.0671993513645106 0.0 a
1.5472337969546972 0.0 a
1.2708219975071258 0.0 a
1.4702883554647177 0.0 a
1.124030785762666 0.0 a
0.9681842372125045 0.0 a
0.7145213296347261 0.0 a
0.67729203944219 0.0 a
0.7228065114875752 0.0 a
1.2904592705102784 0.0 a
0.4339911129075069 0.0 a
1.1082331617152328 0.0 a
0.9159796218562817 0.0 a
0.8789761472877549 0.0 a
0.2666109966221938 0.0 a
1.1359101850138462 0.0 a
0.8622938980213803 0.0 a
1.2157162706946942 0.0 a
1.0213609488073598 0.0 a
1.2896801017106734 0.0 a
0.8226643829012847 0.0 a
1.2315481566899351 0.0 a
0.46643268897051393 0.0 a
0.8714387427557779 0.0 a
0.8587577176697045 0.0 a
0.9973201139453151 0.0 a
0.7373627716953676 0.0 a
1.366994647127142 0.0 a
1.3505263168028812 0.0 a
1.033430710406206 0.0 a
1.2848407223348912 0.0 a
0.9105612293962401 0.0 a
1.5255874606377096 0.0 a
1.2435172066640185 0.0 a
0.4685742333603675 0.0 a
1.349387901050628 0.0 a
1.3777669979473646 0.0 a
0.8101291678949809 0.0 a
1.4759765935599973 0.0 a
1.314690331426934 0.0 a
0.780689430337945 0.0 a
1.2460616683662584 0.0 a
0.2966870096998744 0.0 a
1.6640114725530164 0.0 a
1.2451510148491678 0.0 a
0.8507235149422452 0.0 a
0.754661253435742 0.0 a
