x y label
1.2329733805136243 0.0 a
1.0055895258144456 0.0 a
0.6645804589108104 0.0 a
0.887231918644981 0.0 a
0.8295227300518693 0.0 a
1.1850563565210228 0.0 a
0.8218944628996819 0.0 a
1.015700982239433 0.0 a
0.9688144619849669 0.0 a
0.7977480816629456 0.0 a
1.161813393330244 0.0 a
0.9639434414236526 0.0 a
1.2936763549589354 0.0 a
1.1777291310631628 0.0 a
0.9856727624027956 0.0 a
0.7949263533080598 0.0 a
0.7772604447819882 0.0 a
1.0983828638277553 0.0 a
1.0612281201078242 0.0 a
0.7001465923571994 0.0 a
0.9721164976315403 0.0 a
0.6833140837185723 0.0 a
1.098427000895121 0.0 a
1.1219690847726527 0.0 a
0.7574310451260716 0.0 a
0.8822381599190636 0.0 a
1.1585708612124774 0.0 a
0.9902518883863579 0.0 a
0.9168404485649865 0.0 a
0.7988218283915663 0.0 a
1.1586528071680242 0.0 a
1.04870074512054 0.0 a
0.9372619185391066 0.0 a
1.2487177716985838 0.0 a
0.912470748302051 0.0 a
0.8039099924672682 0.0 a
1.0604200078957033 0.0 a
0.7617078431182778 0.0 a
0.9879147472565774 0.0 a
0.7272707424301597 0.0 a
1.2928625593150647 0.0 a
0.978289493015729 0.0 a
1.2077487153615285 0.0 a
1.2457018701610472 0.0 a
1.0148237964794087 0.0 a
0.9205146136701445 0.0 a
1.4372805784566862 0.0 a
1.1829221630894193 0.0 a
0.8108883552362384 0.0 a
0.503215019814346 0.0 a
1.023653097122503 0.0 a
0.7107353043819555 0.0 a
1.0753014231209597 0.0 a
0.8532773792823906 0.0 a
1.1490513663933029 0.0 a
0.7698752078678145 0.0 a
0.5793915099954056 0.0 a
0.9934693719883445 0.0 a
1.0622862613397535 0.0 a
0.8199675039305586 0.0 a
1.2503907866142232 0.0 a
0.9009472589841887 0.0 a
0.9840238135660229 0.0 a
1.0402217179779802 0.0 a
0.8531119301677079 0.0 a
0.93322381129128 0.0 a
0.6806943428993331 0.0 a
1.0724560437152002 0.0 a
0.9791488529519098 0.0 a
1.1809833772881873 0.0 a
1.0929150711640931 0.0 a
1.1575819985465934 0.0 a
0.7956568668142919 0.0 a
0.7526784628285804 0.0 a
1.1053709378568348 0.0 a
0.9246245004137059 0.0 a
0.978095065060853 0.0 a
0.8708328779111815 0.0 a
1.0724101567029551 0.0 a
0.9483762064745705 0.0 a
0.8552824358841848 0.0 a
0.9258499636306569 0.0 a
0.9335090758537273 0.0 a
1.0323332470091464 0.0 a
0.7935153511906989 0.0 a
0.9036107179659756 0.0 a
0.9639070504468026 0.0 a
1.0421937965972488 0.0 a
0.9246887566821291 0.0 a
0.8423544238136897 0.0 a
0.9609994727126583 0.0 a
0.6407097702337965 0.0 a
0.8301842088778615 0.0 a
1.3086580145261608 0.0 a
0.971972219975809 0.0 a
1.1399599258379047 0.0 a
1.061375800648643 0.0 a
1.2594912490578416 0.0 a
0.9250434554164104 0.0 a
1.18339108599977 0.0 a
2.3894635067288386 0.0 a
2.0749032625001194 0.0 a
1.9836400633974498 0.0 a
1.9261248398586006 0.0 a
1.7440663626572088 0.0 a
1.938190582236813 0.0 a
1.5814523410878365 0.0 a
2.068322773946797 0.0 a
2.2657686435033244 0.0 a
2.0913947614629826 0.0 a
2.132640073044327 0.0 a
1.8372614149553954 0.0 a
1.7897124125650217 0.0 a
1.689765693084958 0.0 a
2.0601908054867426 0.0 a
2.2428146185300912 0.0 a
1.702671148053391 0.0 a
1.6881673791858938 0.0 a
2.401420807557255 0.0 a
1.9504519294034157 0.0 a
1.7946747626737078 0.0 a
1.8649336223646593 0.0 a
1.7751447930646613 0.0 a
2.402274088369367 0.0 a
2.296887110652305 0.0 a
2.1265751423285826 0.0 a
2.1240085859655866 0.0 a
2.2039137067920818 0.0 a
1.98336950939415 0.0 a
1.9638799957926982 0.0 a
2.1480580965956153 0.0 a
1.9466413134642873 0.0 a
2.141027325794768 0.0 a
1.9042159312312752 0.0 a
1.9230177036044156 0.0 a
1.8962285733817912 0.0 a
1.8060719331521708 0.0 a
1.7569482513231085 0.0 a
1.8947777835953317 0.0 a
1.924787453362464 0.0 a
1.9500340445304138 0.0 a
2.0606552094978197 0.0 a
1.902742801695051 0.0 a
1.8725794658824588 0.0 a
2.121275198431306 0.0 a
2.2784011479411923 0.0 a
2.4005548496056073 0.0 a
1.7535608181655242 0.0 a
1.6475234840272548 0.0 a
1.987387232799597 0.0 a
2.1347341403847686 0.0 a
1.89372699496477 0.0 a
2.0322612008955807 0.0 a
2.249160278374992 0.0 a
2.087938643839928 0.0 a
2.1036131138649425 0.0 a
1.923644745772984 0.0 a
1.9854045506763538 0.0 a
2.2326992671250414 0.0 a
2.2326334677313686 0.0 a
1.8468576983544758 0.0 a
1.3482722025177964 0.0 a
1.8864067884664513 0.0 a
2.28159124816874 0.0 a
1.9460867801726511 0.0 a
1.982170662874607 0.0 a
1.816757831737501 0.0 a
